Brands,Months,ARP,vs. Prior Period,Total Units,vs Prior Period unit,Total Sales ($),month,year,annual_avg
Hi,11/2020,28.0151302601634,-0.0978326811278587,3875.391194,-0.220839010598483,108569.589109,11,2020,27.727635620035276
Hi,12/2020,28.8041471055324,0.0281639541933865,3462.097718,-0.106645614677525,99722.771963,12,2020,27.727635620035276
Hi,1/2021,25.21759379053696,-0.06502848986459497,3619.500055490295,0.26744068756635836,91275.08212418025,1,2021,23.33010950143728
Hi,02/2021,26.6159187415118,-0.0525371663685585,3391.021593,0.067377472016674,90255.15517,2,2021,23.33010950143728
Hi,03/2021,24.1697577698493,-0.091905937774273,2410.929764,-0.28902553467167,58271.588396,3,2021,23.33010950143728
Hi,04/2021,24.5109625249607,0.0141170117781228,1606.751963,-0.333555051253662,39383.037152,4,2021,23.33010950143728
Hi,05/2021,23.9776839826035,-0.0217567360651034,2006.926514,0.249058075057724,48121.449729,5,2021,23.33010950143728
Hi,06/2021,21.8299638217332,-0.0895716267854942,1368.920746,-0.317901907991834,29883.49036,6,2021,23.33010950143728
Hi,07/2021,23.7973266925888,0.0901221315308353,424.689729,-0.689763099696642,10106.480224,7,2021,23.33010950143728
Hi,08/2021,16.521668687714,-0.30573425741727,603.240038,0.42042530536452,9966.532047,8,2021,23.33010950143728
Hi Fly,2/2020,12.321215339702103,-0.06502848986459497,510.4196736198261,0.26744068756635836,6288.990712290342,2,2020,19.246300695693336
Hi Fly,03/2020,25.9753899085066,-0.5256581178145446,882.679895999999,-0.42173864394910077,22927.954463,3,2020,19.246300695693336
Hi Fly,04/2020,10.2477166190647,-0.605483626803663,3601.830896,3.08056296775564,36910.542332,4,2020,19.246300695693336
Hi Fly,05/2020,13.5528237649545,0.322521325359542,5685.59220000001,0.578528355207937,77055.829086,5,2020,19.246300695693336
Hi Fly,06/2020,23.0346972004657,0.699623458546685,2311.54335,-0.593438419660138,53245.701133,6,2020,19.246300695693336
Hi Fly,07/2020,33.2021939352047,0.441399192108048,290.458806,-0.874344209897686,9643.869607,7,2020,19.246300695693336
Hi Fly,08/2020,9.94171714256537,-0.70057047549427,4285.780056,13.7552078555332,42608.013052,8,2020,19.246300695693336
Hi Fly,09/2020,9.89908618582584,-0.0042880878753835,3524.642527,-0.177596031306932,34890.740149,9,2020,19.246300695693336
Hi Fly,10/2020,35.0418661649505,2.53990919031756,274.138532,-0.922222316192351,9606.325749,10,2020,19.246300695693336
Hi-Cubes,4/2020,8.829849526172245,-0.06502848986459497,1503.3435788005759,0.26744068756635836,13274.297586946352,4,2020,17.50655353842547
Hi-Cubes,05/2020,18.6149481160932,-0.5256581178145446,2599.764904,-0.42173864394910077,48394.488802,5,2020,17.50655353842547
Hi-Cubes,06/2020,19.4022280101685,0.0422928868329558,3118.21602,0.199422307456459,60500.338205,6,2020,17.50655353842547
Hi-Cubes,07/2020,19.0567815453087,-0.0178044740366281,3461.740869,0.110167110551885,65969.639507,7,2020,17.50655353842547
Hi-Cubes,08/2020,18.4643558861942,-0.0310873930997207,5256.446647,0.518440243194298,97056.901587,8,2020,17.50655353842547
Hi-Cubes,09/2020,17.8182168881015,-0.0349938553001859,3494.452875,-0.335206250596231,62264.919232,9,2020,17.50655353842547
Hi-Cubes,10/2020,19.3866204067099,0.0880224732058187,2849.025002,-0.184700694525749,55232.966243,10,2020,17.50655353842547
Hi-Cubes,11/2020,17.6557307055057,-0.0892826941928045,2148.124125,-0.246014294893155,37926.701073,11,2020,17.50655353842547
Hi-Cubes,12/2020,18.3302507615753,0.0382040294633202,1713.172122,-0.202479920940323,31402.874594,12,2020,17.50655353842547
Hi-Cubes,1/2021,17.377367458485143,-0.06502848986459497,1878.310079680577,0.26744068756635836,32640.084455585893,1,2021,14.632038193710708
Hi-Cubes,02/2021,17.4944170227537,-0.0066906810393465,2013.707383,-0.0672378243544549,35228.63672,2,2021,14.632038193710708
Hi-Cubes,03/2021,15.7139710147125,-0.101772240008086,2604.635608,0.293452877011178,40929.168448,3,2021,14.632038193710708
Hi-Cubes,04/2021,18.1729089384319,0.156481001614242,1466.835875,-0.436836434818486,26656.674784,4,2021,14.632038193710708
Hi-Cubes,05/2021,17.5727114742872,-0.0330270440565139,1456.34632,-0.0071511442955406,25591.953688,5,2021,14.632038193710708
Hi-Cubes,06/2021,3.59288286467711,-0.79554191907525,4148.625291,1.8486529845456,14905.52472,6,2021,14.632038193710708
Hi-Cubes,07/2021,14.4235440964809,3.01447657486521,441.609208,-0.893552881491123,6369.569885,7,2021,14.632038193710708
Hi-Cubes,08/2021,12.7085026798572,-0.118905686782082,649.999564,0.47188861152551,8260.521201,8,2021,14.632038193710708
Hidden Prairie Farms,8/2018,3.231902053240609,-0.06502848986459497,2047.7536908597076,0.26744068756635836,6618.139358020525,8,2018,5.022673239668549
Hidden Prairie Farms,09/2018,6.81344442609649,-0.5256581178145446,3541.225208,-0.42173864394910077,24127.941155,9,2018,5.022673239668549
HIFI Edibles,8/2018,6.278506953323509,-0.06502848986459497,1738.009433627036,0.26744068756635836,10912.1043139692,8,2018,11.958276144186843
HIFI Edibles,09/2018,13.2362483455947,-0.5256581178145446,3005.577695,-0.42173864394910077,39782.572793,9,2018,11.958276144186843
HIFI Edibles,10/2018,14.4906391291891,0.0947693599305939,6270.98976,1.08645072474162,90870.649595,10,2018,11.958276144186843
HIFI Edibles,11/2018,14.291197188981,-0.0137635019704794,5949.9846,-0.0511889147144779,85032.40319,11,2018,11.958276144186843
HIFI Edibles,12/2018,11.4947891038459,-0.195673465851499,7599.788372,0.277278662536371,87357.96457,12,2018,11.958276144186843
HIFI Edibles,1/2019,9.027013627849676,-0.06502848986459497,770.6103588471273,0.26744068756635836,6956.310211075147,1,2019,8.031616562603304
HIFI Edibles,02/2019,9.97254031256149,-0.0948130220662854,1635.492141,-0.528820506360888,16310.011307,2,2019,8.031616562603304
HIFI Edibles,03/2019,12.3323853664434,0.236634295768099,3364.270455,1.0570385944765,41489.479728,3,2019,8.031616562603304
HIFI Edibles,04/2019,13.0280373680409,0.0564085520300355,4084.284546,0.214017897975447,53210.211687,4,2019,8.031616562603304
HIFI Edibles,05/2019,12.5885877767019,-0.033731066232361,3242.645314,-0.206067726800345,40820.325164,5,2019,8.031616562603304
HIFI Edibles,06/2019,12.5268249970331,-0.004906251659382,2197.6096,-0.322278760951158,27529.070871,6,2019,8.031616562603304
HIFI Edibles,07/2019,11.1215243743757,-0.112183304467834,1172.942965,-0.466264178587498,13044.913775,7,2019,8.031616562603304
HIFI Edibles,08/2019,5.0850523075138,-0.542773801833326,1333.770809,0.137114803361304,6782.29433,8,2019,8.031616562603304
HIFI Edibles,09/2019,2.8752445656643,-0.434569323620179,2573.26392,0.929314918752282,7398.763102,9,2019,8.031616562603304
HIFI Edibles,10/2019,3.1602173803835,0.0991125478932488,2463.17902,-0.0427802601763447,7784.18115,10,2019,8.031616562603304
HIFI Edibles,11/2019,1.90211842241936,-0.398105195475973,3053.39244,0.239614504348937,5807.914011,11,2019,8.031616562603304
HIFI Edibles,12/2019,2.75985225225252,0.450936082487536,1686.771164,-0.447574723149573,4655.239196,12,2019,8.031616562603304
Higgs,1/2019,19.324146176521936,-0.06502848986459497,142.36974887863954,0.26744068756635836,2751.1738384455502,1,2019,36.73754089441432
Higgs,02/2019,40.7388571455866,-0.5256581178145446,246.203118,-0.42173864394910077,10030.033653,2,2019,36.73754089441432
